Tipo,Veh/Maq,Plan,Tarea/Documento,Estado
Mantenimiento,T18 | AG318SC,PLAN MERCEDES BENZ ATEGO,Control General de Luces,Restan 11358 Km para el Parametro Critico
Mantenimiento,T18 | AG318SC,PLAN MERCEDES BENZ ATEGO,Control de EJES,Restan 33175 Km para el Parametro Critico
Mantenimiento,T18 | AG318SC,PLAN MERCEDES BENZ ATEGO,Control de Correa de Accesorios (POLI V),Restan 223175 Km para el Parametro Critico
Mantenimiento,T18 | AG318SC,PLAN MERCEDES BENZ ATEGO,Control Bomba de Agua,Restan 773175 Km para el Parametro Critico
Mantenimiento,T18 | AG318SC,PLAN MERCEDES BENZ ATEGO,Control Líquido Refrigerante,Restan 773175 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Gancho de Arrastre - Plato,Restan 18000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Ajustes de Tacómetro,Restan 18000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control de Suspension,Restan 18000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control de Frenos,Restan 18000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Cambio de Filtro de Aire,Restan 39705 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Cambio de Filtro de Combustible,Restan 39705 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Baterías (Control y Rotación),Restan 30000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Cambio De Aceite,Restan 39705 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control De Filtro De Habitáculo,Restan 39705 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Cambio de Filtro de Aceite,Restan 39705 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Cambio filtro combustible trampa de agua,Restan 39705 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Cambio Filtro Secador,Restan 48701 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control General de Luces,Restan 30000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control de Correa de Accesorios (POLI V),Restan 250000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control Bomba de Agua,Restan 800000 Km para el Parametro Critico
Mantenimiento,T19 | AG318SU,PLAN MERCEDES BENZ ATEGO,Control Líquido Refrigerante,Restan 800000 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Engrase General Obligatorio,Restan 6780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control De Neumáticos,Restan 11488 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Gancho de Arrastre - Plato,Restan 14488 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Ajustes de Tacómetro,Restan 14780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control de Suspension,Restan 14780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control de Frenos,Restan 14780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio de Filtro de Aire,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio de Filtro de Combustible,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Baterías (Control y Rotación),Restan 3063 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Alineado y Balanceado (Control),Restan 26488 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio De Aceite,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control De Filtro De Habitáculo,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio de Filtro de Aceite,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio filtro combustible trampa de agua,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio Filtro Secador,Excedido en 33670 Km del Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control General de Luces,Restan 26780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control de EJES,Restan 56488 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control Adblue,Restan 136330 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control de Correa de Accesorios (POLI V),Restan 186330 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Embrague (Scaneo),Restan 336330 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control Bomba de Agua,Restan 396780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control Líquido Refrigerante,Restan 396780 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Cambio De Aceite Caja Y Diferencial,Restan 336330 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,Control Climatic,Restan 336330 Km para el Parametro Critico
Mantenimiento,T5 | AC214WS,PLAN VOLVO AC214WS - PBZ608,EJES (Reemplazo de Grasa),Restan 536330 Km para el Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Engrase General Obligatorio,Excedido en 10076 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Control De Neumáticos,Excedido en 15765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Gancho de Arrastre - Plato,Excedido en 2076 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Control de Suspension,Excedido en 2076 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Control de Frenos,Excedido en 2076 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Cambio de Filtro de Aire,Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Cambio de Filtro de Combustible,Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Baterías (Control y Rotación),Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Cambio De Aceite,Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Control De Filtro De Habitáculo,Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Cambio de Filtro de Aceite,Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Cambio filtro combustible trampa de agua,Excedido en 765 Km del Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Control General de Luces,Restan 9924 Km para el Parametro Critico
Mantenimiento,T3 | PBZ608,PLAN VOLVO AC214WS - PBZ608,Control Líquido Refrigerante,Restan 379924 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control de Suspension,Restan 18000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control de Frenos,Restan 18000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Cambio de Filtro de Aire,Restan 30000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Cambio de Filtro de Combustible,Restan 30000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Cambio De Aceite,Restan 30000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Cambio de Filtro de Aceite,Restan 30000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Cambio filtro combustible trampa de agua,Restan 30000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control General de Luces,Restan 30000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control de Correa de Accesorios (POLI V),Restan 250000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control Bomba de Agua,Restan 800000 Km para el Parametro Critico
Mantenimiento,C1 | NWR599,PLAN MERCEDES BENZ ATEGO,Control Líquido Refrigerante,Restan 800000 Km para el Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 2946 Km para el Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 2946 Km para el Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 10124 Km del Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 2946 Km para el Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 2946 Km para el Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 7946 Km para el Parametro Critico
Mantenimiento,B3 | AH668CL,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 20059 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 10000 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 10000 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 10000 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 10000 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,S4 | AB249CK,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 60000 Km para el Parametro Critico
Mantenimiento,B4 | AH669DS,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Excedido en 114936 Km del Parametro Critico
Mantenimiento,B4 | AH669DS,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 114936 Km del Parametro Critico
Mantenimiento,B4 | AH669DS,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Excedido en 114936 Km del Parametro Critico
Mantenimiento,B4 | AH669DS,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Excedido en 114936 Km del Parametro Critico
Mantenimiento,B4 | AH669DS,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Excedido en 109936 Km del Parametro Critico
Mantenimiento,B4 | AH669DS,PLAN UNIDADES DE ARRASTRE,Control de EJES,Excedido en 64936 Km del Parametro Critico
Mantenimiento,B5 | AH889OU,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Excedido en 370 Km del Parametro Critico
Mantenimiento,B5 | AH889OU,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Excedido en 370 Km del Parametro Critico
Mantenimiento,B5 | AH889OU,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Excedido en 370 Km del Parametro Critico
Mantenimiento,B5 | AH889OU,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Excedido en 370 Km del Parametro Critico
Mantenimiento,B5 | AH889OU,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 4630 Km para el Parametro Critico
Mantenimiento,B5 | AH889OU,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 29678 Km para el Parametro Critico
Mantenimiento,B6 | AH920KP,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Excedido en 14873 Km del Parametro Critico
Mantenimiento,B6 | AH920KP,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Excedido en 14873 Km del Parametro Critico
Mantenimiento,B6 | AH920KP,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Excedido en 14873 Km del Parametro Critico
Mantenimiento,B6 | AH920KP,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Excedido en 14873 Km del Parametro Critico
Mantenimiento,B6 | AH920KP,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 6564 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Engrase General Obligatorio,Restan 1564 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control De Neumáticos,Restan 6564 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Gancho de Arrastre - Plato,Restan 9564 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Ajustes de Tacómetro,Restan 9564 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control de Suspension,Restan 9564 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control de Frenos,Excedido en 6871 Km del Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Aire,Excedido en 46503 Km del Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Combustible,Excedido en 46503 Km del Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control De Filtro De Habitáculo,Excedido en 46503 Km del Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Aceite,Excedido en 46503 Km del Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Cambio filtro combustible trampa de agua,Excedido en 46503 Km del Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control General de Luces,Restan 14763 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control de EJES,Restan 32991 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control de Correa de Accesorios (POLI V),Restan 163497 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control Bomba de Agua,Restan 713497 Km para el Parametro Critico
Mantenimiento,T25 | AH920LE,PLAN SCANIA G310-R410-R460-R500,Control Líquido Refrigerante,Restan 713497 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Engrase General Obligatorio,Excedido en 16885 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control De Neumáticos,Restan 4630 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Gancho de Arrastre - Plato,Excedido en 8885 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Ajustes de Tacómetro,Excedido en 8885 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control de Suspension,Excedido en 8885 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control de Frenos,Excedido en 8885 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Cambio de Filtro de Combustible,Excedido en 49007 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Cambio filtro combustible trampa de agua,Excedido en 49007 Km del Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control General de Luces,Restan 13115 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control de EJES,Restan 33115 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control Adblue,Restan 110993 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control de Correa de Accesorios (POLI V),Restan 160993 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control Climatic,Restan 310993 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control Bomba de Agua,Restan 710993 Km para el Parametro Critico
Mantenimiento,T26 | AH920LF,PLAN SCANIA G310-R410-R460-R500,Control Líquido Refrigerante,Restan 710993 Km para el Parametro Critico
Mantenimiento,T27 | AI063WC,PLAN SCANIA G310-R410-R460-R500,Engrase General Obligatorio,Restan 361 Km para el Parametro Critico
Mantenimiento,T27 | AI063WC,PLAN SCANIA G310-R410-R460-R500,Control De Neumáticos,Restan 5361 Km para el Parametro Critico
Mantenimiento,T27 | AI063WC,PLAN SCANIA G310-R410-R460-R500,Gancho de Arrastre - Plato,Excedido en 3515 Km del Parametro Critico
Mantenimiento,T27 | AI063WC,PLAN SCANIA G310-R410-R460-R500,Control de Suspension,Excedido en 3515 Km del Parametro Critico
Mantenimiento,T27 | AI063WC,PLAN SCANIA G310-R410-R460-R500,Control de Frenos,Excedido en 3515 Km del Parametro Critico
Mantenimiento,T27 | AI063WC,PLAN SCANIA G310-R410-R460-R500,Control General de Luces,Restan 18485 Km para el Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 361 Km para el Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 361 Km para el Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 361 Km para el Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 361 Km para el Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 361 Km para el Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Excedido en 6515 Km del Parametro Critico
Mantenimiento,B7 | AI063WD,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 17542 Km para el Parametro Critico
Mantenimiento,A1 | NYH675,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,A1 | NYH675,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 10000 Km para el Parametro Critico
Mantenimiento,A1 | NYH675,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 10000 Km para el Parametro Critico
Mantenimiento,A1 | NYH675,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 10000 Km para el Parametro Critico
Mantenimiento,A1 | NYH675,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,A1 | NYH675,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 60000 Km para el Parametro Critico
